"id","country"
NA,"NDF"
NA,"NDF"
"bbq5idxcbe","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"qf7i8q0rin","NDF"
NA,"NDF"
"anza0tae80","US"
"f2a6l048os","NDF"
NA,"NDF"
NA,"NDF"
"oxnxx0jlg0","NDF"
"b9xv0q2bhm","NDF"
"wl5zlhd41w","NDF"
NA,"NDF"
NA,"NDF"
"zj36ixl2n0","NDF"
"3osus57ruv","NDF"
NA,"NDF"
NA,"NDF"
"qr49b45lub","NDF"
"alephbrfgq","NDF"
NA,"NDF"
"zq8o3uuanp","NDF"
"c95y238b49","NDF"
"5quk5bzzvp","NDF"
"ud30c9ixxw","NDF"
NA,"NDF"
NA,"NDF"
"c9e1gmpe5d","NDF"
NA,"NDF"
"wk376z0qd9","NDF"
NA,"NDF"
"melqm3bp4z","NDF"
NA,"NDF"
NA,"NDF"
"zk0f72e9qp","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"f289o5rnuy","US"
"olab7x79bb","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"xeby2dil2k","NDF"
NA,"NDF"
"6i1n7p5w9p","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"n7wbsadjdd","US"
"igipcgsfo8","US"
"o2ix9elxq6","NDF"
NA,"NDF"
"tby8bvehsn","NDF"
NA,"NDF"
"0lqm0gvjlo","NDF"
"7q3hjwbbci","NDF"
"4nypeb1rlp","US"
"ddqzpqvd47","NDF"
"fz13lswitl","US"
"fotzz7gk6v","NDF"
"ayqegxg6d9","NDF"
"2f8hspejh2","NDF"
"rl0hov0x51","NDF"
"1ldmecj7cw","NDF"
"61oscn73yw","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"k2h7i6doj3","NDF"
"x368iav25y","NDF"
"nab5vjb663","NDF"
"8xmi59a6z9","NDF"
NA,"NDF"
NA,"NDF"
"hoyxyhlrv0","NDF"
"l7m2xgx36c","NDF"
NA,"NDF"
"quxzylt0kn","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ck8i81jcwp","NDF"
"dfh8ykb5tu","NDF"
"ble2z73ayz","US"
NA,"NDF"
NA,"NDF"
"ehdde97gw7","US"
NA,"NDF"
"1mmhgtkuaw","NDF"
"soyzuo1axg","NDF"
NA,"NDF"
"nj65nz91i7","NDF"
NA,"NDF"
"w61hr0imdi","NDF"
"wjurf1yi3i","NDF"
"ejx051oe1w","NDF"
"x111ixb662","NDF"
"r53itr5jzd","NDF"
NA,"NDF"
NA,"NDF"
"zxhwkyajms","US"
"1zcobe1ytj","NDF"
"v6d415f60q","NDF"
NA,"NDF"
"4565uw5fxd","NDF"
"ma4z6gqvrb","NDF"
NA,"NDF"
"ym2hu4ovbe","US"
"3qspuycb93","NDF"
NA,"NDF"
NA,"NDF"
"c0f0pmmcj3","NDF"
NA,"NDF"
"lxwakg4c8o","NDF"
"w3yvq0jtvp","NDF"
"ay0y889rdh","US"
NA,"NDF"
"rif2fwxotg","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"1f3mwhge83","NDF"
"e0p23rzcbw","NDF"
NA,"NDF"
NA,"NDF"
"skay5eocwh","NDF"
NA,"NDF"
"a00wic63o0","NDF"
"6mc4q3e3vw","NDF"
NA,"NDF"
"sg586z38sd","NDF"
"hftbtovl44","US"
"folmoftsnr","NDF"
"ax44xqqxl7","NDF"
"dtmvu08but","NDF"
NA,"NDF"
NA,"NDF"
"8jztzkzvkl","NDF"
NA,"NDF"
"li1h0ipktv","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"zib5tozfai","NDF"
"mpbd75c4iw","NDF"
NA,"NDF"
"dc2eui3jwe","NDF"
"mpwo1ahq37","US"
NA,"NDF"
"nmtflr06eu","NDF"
NA,"NDF"
NA,"NDF"
"9j9izhi536","NDF"
"4c1zxfllrj","US"
NA,"NDF"
NA,"NDF"
"aox474i4vj","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"g5dzwg1cl5","NDF"
NA,"NDF"
NA,"NDF"
"oszjwyi8ru","NDF"
NA,"NDF"
NA,"NDF"
"687tjlw3c2","NDF"
"pdwrauf8h5","US"
"tytn5zwwbb","US"
"0zlqzm01qd","NDF"
"nzi9wboudd","US"
NA,"NDF"
NA,"NDF"
"93pvh5seyv","NDF"
"dn4q9xrslm","US"
"ujmg92xmn1","US"
NA,"NDF"
"n4fv0i6xh4","NDF"
"mquriaap7k","NDF"
"cowh10624k","NDF"
NA,"NDF"
"g619y08bkw","NDF"
"lqm6tre6p5","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"bq3u57c7dl","NDF"
"xbz2qb1s75","NDF"
"w3q20pjjfx","NDF"
NA,"NDF"
NA,"NDF"
"8ekw0das0m","US"
NA,"NDF"
"rt5bsmrr77","NDF"
"mz2wjgkrw1","NDF"
"s8nb9qccdi","NDF"
"sn8abqy3ht","NDF"
"5ajdhy7vw3","NDF"
"bhezr91h4c","NDF"
"aba3knusuu","NDF"
"urdr2h32rw","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"0z74ec50mb","NDF"
"r8cngep2ms","NDF"
NA,"NDF"
NA,"NDF"
"4lmwqghye9","NDF"
"vnd2vcnt9o","US"
NA,"NDF"
"vg6ygaq33m","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"7oag2huohf","NDF"
"i17bval09o","NDF"
NA,"NDF"
NA,"NDF"
"7g4208u804","NDF"
NA,"NDF"
"0el9vvp49a","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"hg3mals37n","NDF"
NA,"NDF"
"llvqocq6g3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ngz2eeyx3q","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"68bolwax15","NDF"
NA,"NDF"
"90ktzwhmaf","NDF"
"v3mqp2mj82","NDF"
NA,"NDF"
"qjsa4gndgc","US"
NA,"NDF"
"y5yh6fa1cg","NDF"
"auidmuj1ke","US"
"ce32uspbal","US"
"lr54zwt2oc","NDF"
"ij5tby5sk9","NDF"
NA,"NDF"
"ok73zvci38","NDF"
"hd7yw3rfan","NDF"
"7vve1s1vnf","NDF"
NA,"NDF"
"si43yg4zv1","NDF"
"rmcb2xtbpm","US"
NA,"NDF"
NA,"NDF"
"vkj9uv1y2z","NDF"
"6gvoce75pt","NDF"
"4cfvmqqswq","NDF"
"zvjpkeitoh","NDF"
"1dwgcxwlex","NDF"
"eirjvs043x","NDF"
"rw2onhbsur","NDF"
NA,"NDF"
NA,"NDF"
"cfo4nxe6a4","NDF"
NA,"NDF"
"wtlmv3p7y7","US"
"27wm9pte55","US"
NA,"NDF"
NA,"NDF"
"byi0y9gmr1","NDF"
"hr3gq5ab6o","NDF"
"0b01u63olo","NDF"
"t34we3aabj","US"
"1vfup05ew4","NDF"
NA,"NDF"
NA,"NDF"
"g9bdce3gwu","NDF"
"rgjp1oqbc1","NDF"
"pl43ffmhrp","US"
NA,"NDF"
NA,"NDF"
"zbokbt1oxl","NDF"
"glnp9maaoi","US"
"ffe5uk0v8u","NDF"
"vwipuof3c0","NDF"
NA,"NDF"
"1krugyqh4h","NDF"
NA,"NDF"
"qc3lhqzo3r","NDF"
"e0xoynw7w3","NDF"
NA,"NDF"
"6spjtfe77w","NDF"
"rdcfvr60c6","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"g5ysuzi5da","NDF"
"u5nsl9dmmu","NDF"
NA,"NDF"
"h8znlefipx","US"
"ftu8aapisp","NDF"
NA,"NDF"
"r3mv1ce2lr","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"4kyl53prsx","NDF"
"r1icevyhro","US"
"3hwlza4vto","NDF"
NA,"NDF"
"qicdmek79h","NDF"
"njzjio42de","NDF"
"hj9bbkw4k6","NDF"
"v0ec8sxjig","NDF"
NA,"NDF"
"c5hywfmui5","NDF"
"tmxjyu3kj1","NDF"
"x410hfqwzs","NDF"
NA,"NDF"
NA,"NDF"
"i9h6vw2ypb","NDF"
NA,"NDF"
"hhc2ub0byb","NDF"
NA,"NDF"
NA,"NDF"
"64tbg2q2r7","US"
"nmigkowily","NDF"
NA,"NDF"
"d9mdq68un0","NDF"
NA,"NDF"
NA,"NDF"
"1r2g2kk4yw","NDF"
NA,"NDF"
"p0fi380cwh","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"4kbhvhn7zp","NDF"
"bk16dzpr6t","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"dw8xkitr59","US"
"dknn6q55dy","US"
NA,"NDF"
"4pmjoq2x5s","NDF"
"0lsp2dxj10","NDF"
"trfoeed65s","NDF"
NA,"NDF"
NA,"NDF"
"jp05ln2ru3","NDF"
"y0n828jm0p","NDF"
"1pxn3399or","NDF"
"bidf0tr0io","NDF"
"mq1qyfin46","NDF"
"ib1an221dg","NDF"
NA,"NDF"
NA,"NDF"
"j0bstravu6","NDF"
NA,"NDF"
"ak9i6h951a","NDF"
"p81jwu3jqs","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"s1cs3pqzmq","NDF"
"43clpr20kn","NDF"
"9ipusemtkb","NDF"
NA,"NDF"
"twjllitei6","NDF"
NA,"NDF"
"zlynqrroal","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"vizmsf9yqw","NDF"
"upkr1q0hx9","NDF"
"91vfsf5ydz","NDF"
NA,"NDF"
"fo174ud34k","NDF"
"2sku5n5u0w","NDF"
NA,"NDF"
"da17crh6rs","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"773oalx1hf","NDF"
"cyq1f4z5h8","NDF"
"en4okovjln","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"sjsnyq2a3b","NDF"
"g4nhzo03vv","NDF"
"1ahk2djjrz","NDF"
NA,"NDF"
"6jfg2457x8","NDF"
"8jgihm5tsc","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"nx8fm65oju","NDF"
NA,"NDF"
"65yokz8iw9","NDF"
"hie7kq3wi5","US"
"rzlm9uorlc","NDF"
NA,"NDF"
NA,"NDF"
"7v4mlw7nev","NDF"
NA,"NDF"
"7g718erpvk","NDF"
"jqt9kob85r","US"
"huu6pef8vw","NDF"
"3wtabpkhq0","US"
NA,"NDF"
"ov7puse7wd","NDF"
NA,"NDF"
"k8axh4743x","NDF"
"uvgb2pnl3g","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"4eszgjfccc","US"
"f915e0hzlc","NDF"
NA,"NDF"
"lm1rha8kbw","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"owrummgdql","NDF"
"w63w4ievup","NDF"
"me326hftrz","NDF"
"uqy5w7wij8","NDF"
"d6if2w7pl6","NDF"
NA,"NDF"
"8n8b0mrg9g","NDF"
"qy8azlwekm","NDF"
"n0pqf13x5x","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"16a9q103a7","NDF"
"qjwio6v7uu","NDF"
"nvz5uyys2r","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9sxxdt6iby","NDF"
NA,"NDF"
NA,"NDF"
"1dpdhfs8z9","NDF"
"aen9ofy5of","NDF"
"ub6kig4p10","NDF"
"tngdtti719","US"
"sh3lzff0xn","NDF"
NA,"NDF"
NA,"NDF"
"z21dl4ogx1","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"a2zqceayqk","NDF"
"vhod6b5jf3","NDF"
"rete261szl","NDF"
NA,"NDF"
NA,"NDF"
"lua4bb2rtl","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"jmz213dgyf","NDF"
NA,"NDF"
NA,"NDF"
"93218ma9r4","NDF"
NA,"NDF"
"39eeglvkus","NDF"
"zlfytwq306","US"
"b1svqda01x","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9r6lv42aoc","NDF"
NA,"NDF"
"q7eg5bned2","NDF"
"0f6g0cr428","NDF"
NA,"NDF"
"i7hr16q65q","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ovw0bxv3fv","NDF"
"v7735frfg1","NDF"
NA,"NDF"
"qxqu9kwp9l","NDF"
NA,"NDF"
"v1pgr1da8x","NDF"
"glujqddwnw","NDF"
NA,"NDF"
"dm0499ct30","NDF"
"qut12ueioe","NDF"
"bk6vawj85p","NDF"
NA,"NDF"
"s60kw9dipg","NDF"
"v63kv5j4m2","NDF"
"slzjld7l47","US"
"1keciux9mq","NDF"
"c9ghg3wwy3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"3xwkxf4nsj","NDF"
"s585ovgpbw","NDF"
"9invelc3mg","NDF"
"6yk3wghbsp","NDF"
NA,"NDF"
"w97k1307te","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"r9wlfn6srn","NDF"
NA,"NDF"
NA,"NDF"
"wocnc6umlf","NDF"
NA,"NDF"
"kmnv6igze5","NDF"
NA,"NDF"
NA,"NDF"
"1bbwvybyv8","NDF"
NA,"NDF"
NA,"NDF"
"9yveo51x5o","NDF"
"xzlf4twfrl","NDF"
NA,"NDF"
"ayr0gg3wze","NDF"
"3smiljn5hp","NDF"
"ojegun6blm","US"
"96wsh3erzq","US"
NA,"NDF"
NA,"NDF"
"3z3urduzce","NDF"
"yx048ga0iw","NDF"
NA,"NDF"
"q4yj4xdwp6","NDF"
NA,"NDF"
NA,"NDF"
"ccfcl14o7w","NDF"
"uacolkiyg0","NDF"
"4gibichck7","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"vtwl0ofheo","NDF"
"2g48ddrame","NDF"
NA,"NDF"
"meeh9lz4kf","NDF"
"3ofa4nu15y","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"pljmw7g8mp","NDF"
NA,"NDF"
"hct5trsbx8","NDF"
"rvu5axrtrp","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"jwf4vwkadu","NDF"
"e4fzgnm693","NDF"
NA,"NDF"
"hn8eyssfww","NDF"
NA,"NDF"
"9m62pr0dec","NDF"
NA,"NDF"
"bphynkhdha","NDF"
NA,"NDF"
NA,"NDF"
"tx6vgbnvhe","NDF"
NA,"NDF"
NA,"NDF"
"matxwhg9hj","NDF"
"4kwvvo4m0w","US"
"e3r4yfg7fk","US"
"yuxgn29xvl","NDF"
"jw5tioip6h","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"3357zbpt9w","NDF"
NA,"NDF"
NA,"NDF"
"e9d8kru75y","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"hgycuhk7f5","US"
NA,"NDF"
NA,"NDF"
"iq42tgfl15","NDF"
"iofar2j64x","NDF"
"raglak220a","NDF"
NA,"NDF"
NA,"NDF"
"tymq6i0lno","NDF"
"3q3mifwwuc","NDF"
NA,"NDF"
NA,"NDF"
"yc53xxc5ns","NDF"
"zumkx3gmko","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"hh11vfwhn5","NDF"
NA,"NDF"
"po0rt3guzp","NDF"
"aj3iaq91c9","NDF"
"h3pocq4667","NDF"
"bxddkg1jtk","NDF"
"0hr9chahix","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"vl5fd8vz68","US"
NA,"NDF"
"n2chdxgaar","NDF"
"q3knjmvzmj","NDF"
"3m9fj08xgt","NDF"
"k3gc57bwni","NDF"
"krwepnvpzp","NDF"
"50s4fh9gwl","NDF"
"x8ddk3zwiv","NDF"
NA,"NDF"
"qx88ldald1","NDF"
NA,"NDF"
"hstr6necyj","NDF"
NA,"NDF"
NA,"NDF"
"5wp0x5vq19","NDF"
"0jtb2j259n","NDF"
NA,"NDF"
"ovvplyiaaf","NDF"
NA,"NDF"
"10s9u6wuap","NDF"
"i63560x0ql","NDF"
NA,"NDF"
"p8xv5almys","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"4ziynt1j89","US"
"st1plcyvjt","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"y6i6ik4ahg","NDF"
"zqeu2m4xdb","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"zdm3w6ar7o","NDF"
NA,"NDF"
NA,"NDF"
"hkn0p59y62","NDF"
"ax3ik2wkqy","NDF"
NA,"NDF"
"bn7fymjg4v","NDF"
"9w5jkxn02e","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"69n1pa1flg","NDF"
NA,"NDF"
"amprj7m8bx","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"gg1n2byur2","NDF"
"47fk96c11q","NDF"
NA,"NDF"
"byfs1bihif","NDF"
"i8f6kdo375","NDF"
"m791qmosu7","NDF"
"5c78qdadfi","NDF"
"xjmadvyfdm","NDF"
NA,"NDF"
NA,"NDF"
"d0pa5yos93","US"
NA,"NDF"
NA,"NDF"
"asmxc3err3","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"3ea6j7awkf","NDF"
NA,"NDF"
"bhp02y862y","NDF"
NA,"NDF"
NA,"NDF"
"gl3lu3wtou","NDF"
"5g5n74e6lt","NDF"
"9yqa00xlaq","NDF"
"r2fxcvdv3v","US"
NA,"NDF"
NA,"NDF"
"5tker3eycf","US"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"cou8uqhy85","NDF"
"fkia436uhp","US"
"pyc5cf2id2","NDF"
NA,"NDF"
"ta00r4vnft","NDF"
"6gwh23bmpa","NDF"
NA,"NDF"
"q0i9j0jrpc","NDF"
NA,"NDF"
"tvcgkh3yru","NDF"
"b01xqso3xh","NDF"
NA,"NDF"
NA,"NDF"
"4oywp93lhm","NDF"
"i1bqc3fjgo","NDF"
"f2yal74789","NDF"
NA,"NDF"
"zw6j323xpe","NDF"
"ncvta2bzig","US"
"f38ytjld27","NDF"
"xanam0c3xy","NDF"
"cxdnckcz1x","NDF"
NA,"NDF"
"xvd34j2083","NDF"
"mrhlk2cypk","NDF"
"kmdtihrlwq","NDF"
NA,"NDF"
"7ilfjm6qou","NDF"
"ei7u7jywha","US"
NA,"NDF"
NA,"NDF"
"ssfp8zkn79","NDF"
"54ddh94o0z","US"
NA,"NDF"
NA,"NDF"
"pj7wm9pp8b","US"
"40o2pc1ffj","NDF"
"5d1m7u671y","NDF"
"o7vkjiurqc","NDF"
"lwape5qhi0","NDF"
"zr6hoc4thz","NDF"
"tquqf34ipe","NDF"
"8repce742i","NDF"
"0qkbsefovd","NDF"
NA,"NDF"
"4wajnutye4","NDF"
"0dy1kgndmk","NDF"
NA,"NDF"
"r4kns44792","NDF"
NA,"NDF"
NA,"NDF"
"lkbvylsv19","NDF"
NA,"NDF"
"foiksjeda9","NDF"
NA,"NDF"
"u3dgbtdrqq","US"
"43auy3vhuc","NDF"
"t1srocje01","NDF"
NA,"NDF"
"tu7c7xw3zo","NDF"
"l4qyasfqd6","NDF"
NA,"NDF"
"dc30haixnt","NDF"
NA,"NDF"
"gfa2va7inq","NDF"
"m1j8ykmffb","NDF"
NA,"NDF"
NA,"NDF"
"psgyblbd0r","NDF"
"nsro38ak5k","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"vmka89pu5n","NDF"
NA,"NDF"
"jexx0w3a2f","NDF"
NA,"NDF"
"qpvewiw7nw","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"f637dxhta1","NDF"
"wa0dvig9j8","NDF"
NA,"NDF"
"5v2nmfamby","NDF"
NA,"NDF"
"rx7fmax80s","NDF"
"rkq2ilbq6p","NDF"
"f1f7b4imfz","NDF"
"crtrk85fh7","NDF"
NA,"NDF"
NA,"NDF"
"odflaea94a","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"04f1b7kd09","NDF"
NA,"NDF"
NA,"NDF"
"1nk91saxlx","US"
NA,"NDF"
NA,"NDF"
"d351f39qh4","NDF"
NA,"NDF"
NA,"NDF"
"bncavgxs2j","NDF"
NA,"NDF"
NA,"NDF"
"bu5zguarh2","US"
"q7tv5b4dby","NDF"
"wqb9vmamm1","NDF"
NA,"NDF"
NA,"NDF"
"okn32jc4ny","NDF"
NA,"NDF"
"r8j9ydcur1","US"
"22ktzixp9c","NDF"
"lk1c2l820g","NDF"
NA,"NDF"
"6k3yleidkg","US"
"e6lwgkmvfm","NDF"
"pasu6ytilv","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"b5mhz45y8k","NDF"
"gtnt68v5gr","NDF"
"oamrkxkklq","NDF"
"zo0bfkpp9h","NDF"
NA,"NDF"
"3nxo1q4bjj","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ql0wsxggmq","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"wruhrg0204","US"
"ejeh942f6n","NDF"
NA,"NDF"
"xx7dywm0pm","NDF"
"vko8qhm4ht","NDF"
NA,"NDF"
"9wwjzar42z","NDF"
NA,"NDF"
"qgmfg92q72","NDF"
"kh6b42bkri","NDF"
"7llhjq3jsf","NDF"
"8oqyva3jzd","NDF"
NA,"NDF"
"jlal1a6npv","NDF"
"i05488r36e","NDF"
NA,"NDF"
NA,"NDF"
"3z6kcnw1ed","NDF"
NA,"NDF"
"dtp09r492q","NDF"
NA,"NDF"
"kyu1vwkhql","NDF"
"pj320lr920","NDF"
"fob2xbb9ft","NDF"
NA,"NDF"
"o20qp1blib","NDF"
NA,"NDF"
"xfhjq0r1ro","NDF"
NA,"NDF"
"910iolei17","NDF"
"vx8zarzgay","NDF"
"yyabnljsx5","NDF"
"9hyfilkyp3","NDF"
NA,"NDF"
"cdz2ivs55o","US"
"fnudc5vtd2","NDF"
"t18hecau65","NDF"
NA,"NDF"
"m6w7wlutp4","NDF"
"zftadbdn7d","NDF"
"684kofw2jg","NDF"
"bwbnqgoc7t","NDF"
"w8e492ysm8","NDF"
NA,"NDF"
"ftozcf2yzi","NDF"
"lr607su2zn","US"
"cxrjghcxr2","US"
"n7nmxnmazg","US"
NA,"NDF"
NA,"NDF"
"cypiq4uq0q","NDF"
NA,"NDF"
"iik1o0cfmc","NDF"
"viad59o548","NDF"
NA,"NDF"
"02mmcmyxg7","US"
"3p9x74hxhn","NDF"
"f3ntt8jmh7","NDF"
NA,"NDF"
NA,"NDF"
"yomlty1xcv","NDF"
"bv5ocg7kp2","NDF"
NA,"NDF"
"19c0okkh7j","NDF"
NA,"NDF"
"wbc3f9jzeo","NDF"
NA,"NDF"
"y9y4v6xlcw","NDF"
"ffpnrkgslg","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"yjbnf70oit","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"s54fpcpmd8","NDF"
"ldk3imna9h","NDF"
"3bc0n3vqph","US"
"bdbjoxpf29","NDF"
"slvlm4ba0m","NDF"
"9kynn84ljw","NDF"
NA,"NDF"
"fztnfg0d9h","NDF"
NA,"NDF"
NA,"NDF"
"h8htlxw7o1","NDF"
NA,"NDF"
"8dhddqzls6","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"ac1je9fyl1","NDF"
"sz1tqsyj37","NDF"
NA,"NDF"
"c2511673l8","NDF"
NA,"NDF"
NA,"NDF"
"fz31k26xof","NDF"
"ksq9sv18am","NDF"
"dp86bqi1x0","NDF"
"vrer5nbqq5","NDF"
"p68ehicms3","NDF"
NA,"NDF"
"w94uulp6ka","NDF"
"taosm4uwlv","NDF"
"ivdrg080ig","NDF"
NA,"NDF"
NA,"NDF"
"z63h20lw5d","NDF"
NA,"NDF"
"bjw57dttkm","NDF"
"mftawq49n1","NDF"
"zmrfqlphqf","US"
"ddx1oetml0","NDF"
"qdf6pmz6eu","US"
"l1vutff6hj","NDF"
NA,"NDF"
"tu8y8sj49j","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"dzmcl36r08","NDF"
NA,"NDF"
"fupds1ki7y","NDF"
"r2k1hsz6ju","NDF"
NA,"NDF"
"vxu3fqekrb","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"z17yb4u5q2","NDF"
"g12d7tpb3e","NDF"
"1gmvtyozyo","NDF"
NA,"NDF"
NA,"NDF"
"rqlda608nj","NDF"
"kt13iasftx","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"9m24niv5wl","NDF"
NA,"NDF"
"e4h6crbpvv","NDF"
"j2fgqd8m6d","NDF"
"affe4j6hxy","US"
"3tnekvenzc","NDF"
"8tvzeu82g8","US"
NA,"NDF"
NA,"NDF"
"lan40hy0fr","NDF"
NA,"NDF"
"2bks7tzfy5","NDF"
"df2vign3vj","NDF"
NA,"NDF"
"7e8iaey5cr","NDF"
NA,"NDF"
NA,"NDF"
"pw10a9otum","NDF"
NA,"NDF"
"yhuei6tu0z","NDF"
"ytthxh1ci3","NDF"
"4nthmhrm2r","NDF"
"wu497fkmov","NDF"
"a304saww29","NDF"
"m7foofxukm","NDF"
NA,"NDF"
"0d6g3f9ap7","NDF"
"ykzuuudonw","NDF"
"a147qddnxv","NDF"
NA,"NDF"
"k9s4xve7g4","NDF"
"b0cqf54u42","NDF"
"228njz5rxd","NDF"
NA,"NDF"
"4ipzed70yc","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"tus0ct9f0v","NDF"
"z816mgnkul","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"436baltq18","US"
NA,"NDF"
"sgg6740z5o","NDF"
"hhubidgvg8","US"
"qgxpp2fofs","NDF"
"16q6cd1g3r","NDF"
"2cko88e9zu","NDF"
"j53c8qmpxw","NDF"
"e6fvkpsfjs","NDF"
"ryqwfzjaer","NDF"
"q5xb62hjhq","NDF"
NA,"NDF"
"gg5uw6ymq4","NDF"
NA,"NDF"
NA,"NDF"
NA,"NDF"
"8g42io20l8","NDF"
"n3u1r2ijcj","NDF"
NA,"NDF"
"bve98c75dm","US"
"zswmjqt758","NDF"
"f3hk70t72z","NDF"
NA,"NDF"
"71n2svy639","US"
NA,"NDF"
"zp2fw7n0n2","NDF"
NA,"NDF"
"z2kxrz78ct","NDF"
NA,"NDF"
NA,"NDF"
"u7ugmqywz9","NDF"
"ov6h6ty26e","NDF"
NA,"NDF"
NA,"NDF"
"sqr196mvji","US"
NA,"NDF"
"bry3mcskfy","NDF"
NA,"NDF"
"sgue9fm9t0","NDF"
"ieeasb6o4c","NDF"
"vjtpzs3wpv","NDF"
"kbqb1j3wud","NDF"
NA,"NDF"
"qe2tjjjeui","NDF"
"6i6ljeunpy","NDF"
"edgfzcniir","NDF"
"wtzpw5fyyr","NDF"
NA,"NDF"
"4xnn1b32fn","US"
